,hotel_name,name,overall_rating,overall_review,location_and_surrounding_review,location_and_surrounding_rating,room_review,room_rating,service_review,service_rating,gastronomy_review,gastronomy_rating,sports_and_entertainment_review,sports_and_entertainment_rating,hotel_review,hotel_rating,traveled_as,children,duration,reason_for_travel,age_group,reviews_written
2213,Lindner Congress Hotel Frankfurt,Renate,5.0,"War für eine Schulung 3 Nächte in dem Hotel. Die Lage zum Flughafen, Industriepark Höchst oder auch zur Jahrhunderthalle für Konzerte ist unschlagbar. Die unmittelbare Umgebung im Stadtteil Höchst ist nicht so toll, dafür kann aber das Hotel nichts. Wenn man ein paar Schritte läuft, ist man schnell am Main. Dort kann man schön spazieren gehen oder auch joggen. Das Hotel ist sehr schön, wenn auch etwas in die Jahre gekommen. Die Zimmer sauber und großzügig. Das Personal sehr freundlich und das Frühstück prima, wenn auch nicht günstig.",,5.0,,5.0,,6.0,,6.0,,,,5.0,Alleinreisend,Keine Kinder,1-3 Tage im März 2018,Arbeit,46-50,63
2214,Lindner Congress Hotel Frankfurt,Georg,6.0,"Ein sehr schönes, großes Hotel unweit der Jahrhunderthalle. Insofern sehr geeignet für Konzertbesuche dort.
Alles wirkt sehr gepflegt, in unserem Fall auch das ( teilweise von Reisenden ) kritisierte Badezimmer.","Nicht die beste Lage in Frankfurt, aber es gibt wesentlich schlechtere. Sehr empfehlenswert ist der fußläufige Besuch der schönen Höchster Altstadt mit ihren historischen Häusern, dem Schloss und guten Restaurants.",4.0,"Selten so gut geschlafen ( Businesszimmer auf der Rückseite des Hauses), da sehr gute Matratzen.
Großzügig geschnittene, sehr saubere Zimmer mit großen Flatscreen-Fernsehern.",6.0,"Sehr liebenswürdiges, hilfsbereites Personal von der Rezeption über das Housekeeping bis hin zum Frühstück.",6.0,Einziger kleiner Kritikpunkt beim ansonsten sehr ordentlichen Frühstück: Die Rühreier im Wärmebehälter sollten morgens um 8 Uhr schon warm bis heiß und nicht halb kalt sein.,5.0,Freizeitangebote des Hotels haben wir diesmal nicht genutzt.,6.0,,,Paar,Keine Kinder,1-3 Tage im März 2018,Sonstige,56-60,3
2215,Lindner Congress Hotel Frankfurt,Sven,3.0,"Bussiness Hotel im Stadtteil Höchst
Abends auszugehen ist Höchst abenteuerlich, obwohl der Stadtteil Höchst früher gut war.
Für eine Nacht ist es ok !",,,"Zimmer sind gut ausgestattet ! Wenn man ein ruhiges Zimmer zum Innenhof hat, kann man gut schlafen.",4.0,,,,,,,,,Alleinreisend,Keine Kinder,1-3 Tage im März 2018,Arbeit,51-55,41
2216,Lindner Congress Hotel Frankfurt,Ulf,3.0,"Der technische Zustand des Zimmers war schlecht. So geht das Licht im Bad immer erst nach gefühlten zwei Minuten an. Der Abfluss im Waschbecken ließ sich nicht mit dem dafür vorgesehenen Hebel öffnen. Die Schalldämmung lässt auch zu wünschen übrig. Die Straßengeräusche inklusive quietschender Straßenbahn kamen die ganze Nacht bis ans Bett.
Das Rührei beim Frühstück ließen Tetrapack gut erkennen. Auch sonst habe ich in dieser Hotelklasse schon wesentlich besseres Frühstück erlebt.",,4.0,,3.0,,4.0,,3.0,,3.0,,3.0,Alleinreisend,Keine Kinder,1 Woche im März 2018,Arbeit,51-55,1
2217,Lindner Congress Hotel Frankfurt,Nadja,4.0,"gute Lage in Frankfurt Höchst, in der Nähe zum Industriepark, gut für Geschäftsreisen, Zimmer etwas in die Jahre gekommen",,5.0,,3.0,,4.0,,4.0,,4.0,,4.0,Alleinreisend,Keine Kinder,1-3 Tage im März 2018,Arbeit,36-40,45
2218,Lindner Congress Hotel Frankfurt,Dieter,4.0,Ein Hotel mit Licht und Schatten.Bayrisches Restaurant super.Zimmer toll wenn auch das Bad bei der Renovierung vergessen wurde.Frühstück toll.parken super.Rezeption eher schlecht weil wenig Interesse.,,4.0,,4.0,,3.0,,6.0,,3.0,,4.0,Paar,Keine Kinder,1-3 Tage im März 2018,Sonstige,51-55,1
2219,Lindner Congress Hotel Frankfurt,Mareike,5.0,"Ich war zwecks Fortbildung in Frankfurt und war mit dem Hotel ziemlich zufrieden.Das Hotel war gut erreichbar,auch ohne Auto.",Das Hotel habe ich zu Fuss von der S-Bahn in 10 min. erreicht,3.0,"Das Zimmer war nicht sehr leise,lag auf der Strassenseite. Es war sehr sauber und hatte bequeme Betten. Seltsam nur: eine dicke Macke in der Badezimmertür und eine kaputte Fliese. Bei den Preisen habe ich das anders erwartet.",4.0,Das Personal war nett und freundlich,6.0,Das Frühstück war ausgesprochen abwechselungsreich und lecker,6.0,,,,,Alleinreisend,Keine Kinder,1-3 Tage im März 2018,Arbeit,41-45,1
2220,Lindner Congress Hotel Frankfurt,Thomas,5.0,"Hotel ist optimal für Veranstaltung in der Fraport Arena. Besuch in der Innenstadt gut zu erreichen.
Für Veranstaltung in Fraport Arena optimal","Strassenbahn Verbindung sehr gut .Umgebung nicht sehr schön, kann aber das Hotel nichts dafür.",4.0,Zimmer für Kurzreisen sehr gut ausgestattet.,5.0,"Personal war immer sehr Hilfsbereit bei Fragen, wie Verkehrsanbindungen usw.",6.0,,,,,,,Freunde,Keine Kinder,1-3 Tage im März 2018,Sonstige,56-60,1
2221,Lindner Congress Hotel Frankfurt,Gert,5.0,"nahe beim Rhein-Min Flughafen Frankfurt in Frankfurt-Höchst, schöne Zimmer, gut für Konferenzen, große Tiefgarage","Frühstück ist ok, aber nicht bsonders aufregend",5.0,,,,,,,,,,,Alleinreisend,Keine Kinder,1-3 Tage im März 2018,Arbeit,61-65,110
2222,Lindner Congress Hotel Frankfurt,Dirk,4.0,"Die Freundlichkeit des Service-Personals war sehr gut. Der äußere Eindruck, die zerkratzen Türzargen flurseitig als auch die sich ablösende Tapete in Zimmer 369 schmälerten den guten Eindruck etwas.
Für ein Frühstück 15,- € bzw. mit warmen Komponenten 24,-€ zu verlangen, finde ich schon ziemlich heftig !",,4.0,,4.0,,6.0,,6.0,,,,4.0,Paar,Keine Kinder,3-5 Tage im März 2018,Sonstige,56-60,1
2223,Lindner Congress Hotel Frankfurt,Martina,4.0,"Es liegt in der Nähe der Jahrhunderthalle, dafür eignet es sich gut... zum Shoppen muss man auch das Auto nehmen...um das Hotel direkt ist nichts Besonderes",Zum nächsten Einkaufszentrum sind es mit dem Auto 10 Minuten...das Mainufer liegt in Fußnähe...,3.0,"Die Heizung im Zimmer war schlecht, trotz elektrischer Heizer wurde das Zimmer nicht richtig warm und im Bad gab es nur ein Infrarotlicht, dass nicht wirklich ausreichte",3.0,Das Personal war freundlich,4.0,Das Essen in der Bayrisch Stubb war abwechslungsreich und gut...Preise sind angemessen,4.0,Den Wellness-und Fitness-Bereich haben wir nicht benutzt,3.0,,,Paar,Keine Kinder,1-3 Tage im März 2018,Sonstige,46-50,13
2224,Lindner Congress Hotel Frankfurt,Tina,5.0,"Wir waren eine Nacht im Lindner Congress Hotel , in Verbindung mit Karten für die Jahrhunderthalle , und waren sehr zufrieden mit Zimmer , Service und Frühstück .",,4.0,,5.0,,5.0,,5.0,,4.0,,5.0,Paar,Keine Kinder,1-3 Tage im März 2018,Sonstige,36-40,1
2225,Lindner Congress Hotel Frankfurt,Reinhard,5.0,"Für Veranstaltungen in der Jahrhunderthalle bestens geeignet. Service und Angebot einwandfrei. Upgrade war in Ordnung, dadurch ein größeres Zimmer!",Keine Gelegenheit sie zu nutzen!,4.0,,,,,,,,,,,Paar,Keine Kinder,1-3 Tage im März 2018,Sonstige,56-60,2
2226,Lindner Congress Hotel Frankfurt,Frank,3.0,"Wir waren im Rahmen einer Tagung vor Ort, gutes Tagungshotel, bis auf den Preis für das Frühstück, für 24,-€ war das Angebot sehr übersichtlich und den Preis nicht wert, völlig überzogen.",,3.0,,4.0,,4.0,,2.0,,,,3.0,Alleinreisend,Keine Kinder,1-3 Tage im März 2018,Arbeit,51-55,1
2227,Lindner Congress Hotel Frankfurt,Petra,5.0,"Nettes Hotel, gutes Flair, netter Service, sehr gutes Essen, Parkplätze ausreichend vorhanden, Technische Ausstattung der Konferenzräume sehr gut.",Schuhanzieher fehlte,5.0,,,,,,,,,,,Alleinreisend,Keine Kinder,3-5 Tage im Februar 2018,Arbeit,51-55,1
2228,Lindner Congress Hotel Frankfurt,Michael,6.0,"ich habe das Hotel als Tagungshotel genutzt. Die Tagungsräume waren sehr gut, das Servicepersonal sehr aufmeksam und hilfreich. das Zimmer war in eienm tadellosem Zustand. komme gerne wieder!",,4.0,,6.0,,6.0,,5.0,,,,6.0,Alleinreisend,Keine Kinder,1-3 Tage im Februar 2018,Arbeit,51-55,1
2229,Lindner Congress Hotel Frankfurt,Markus,4.0,"nettes Hotel, ein wenig in die Jahre gekommen, aber teilweise renoviert. Aber guter Standard, vor allem das Früstuck ist excellnet!!","Sozialer Brennpunkt. Gut Fûr Sanofi, nihct für alles andere in FFM",3.0,"Zimmer 424 neu renoviert, jedoch ist der Abfluss der badewanne nicht gut genug, sodass sich das wasser Im bad wieder hochspült. Dies wurde leider Auch nach Nachfragen nicht repariert!",4.0,Aufmerksamer Empfang,5.0,,,,,,,Familie,Keine Kinder,1-3 Tage im Februar 2018,Arbeit,46-50,1
2230,Lindner Congress Hotel Frankfurt,Anne,6.0,"Das Hotel wirk von vorneherein sehr gemütlich und familiär, das merkt man zuerst beim Einchecken in der geschmackvoll gestalteten Lobby.",,5.0,,6.0,,6.0,,6.0,,5.0,,6.0,Alleinreisend,Keine Kinder,1-3 Tage im Februar 2018,Arbeit,46-50,1
2231,Lindner Congress Hotel Frankfurt,Nelson,2.0,Sehr zentral gelegenes Hotel. Leider war das Personal unfreundlich und das Essen war eher auf Fertig-Gericht Niveau.,,5.0,,4.0,,2.0,,2.0,,,,2.0,Alleinreisend,Keine Kinder,1-3 Tage im Januar 2018,Arbeit,41-45,6
2232,Lindner Congress Hotel Frankfurt,Thomas,4.0,"Unaufregendes Hotel für ein Meeting geeignet, keine zentrale Lage, Tiefgarage, gutes Frühstück, hervorrragende Technik (Beamer/WLAN/Beschallung)",Fern von Frankfurt Innenstadt,3.0,"DZ zur Einzelnutzung, durchschnittliche Ausstattung, geräumig",4.0,"Guter Check-In, freundliches Personal im Restaurant-Bereich",4.0,"extrem viel Verbesserungspotential, das Essen bei einer Veranstaltung war lieblos, einfach, billig",1.0,,,,,Alleinreisend,Keine Kinder,1-3 Tage im Januar 2018,Arbeit,51-55,83
2233,Lindner Congress Hotel Frankfurt,Peter,6.0,"Liegt an einer Einbahnstrasse, Empfang liegt gleich um die Ecke (aufpassen, sonst eine Extrarunde fahren!), sehr freundlicher Empfang, großes Zimmer, Straßenbahnhaltestelle ca. 30 m vom Eingang um die Ecke, mit Tram in die Innenstadt ca. 25 Min., Ordentliches Frühstück,
Kostenloser Parkplatz für 14 Tage",Anreise mit Navi klappt ohne Schwierigkeiten. Ausflugsziele habe ich nicht genutzt.,5.0,Großes Zimmer mit Doppelbett. Flachbildschirm ausreichend groß. Separate Schreibecke. Beleuchtung sehr gut. Angenehm ruhig bei geschlossenem Fenster.,6.0,Sehr freundlich und hilfsbereit. Unser Wunsch wurde sehr schnell erfüllt.,6.0,"Habe nur Frühstück genutzt, War ausreichend.",5.0,Habe ich nicht genutzt.,5.0,,,Paar,Keine Kinder,1-3 Tage im Januar 2018,Sonstige,61-65,2
2234,Lindner Congress Hotel Frankfurt,Andrea,6.0,"Gute Lage im Stadtteil Höchst, fußläufig zur Innenstadt. Mit dem Auto nicht allzuweit zur Jahrhunderthalle. Gutes Frühstück. Schöne Zimmer.",Jahrhunderthalle mit dem Auto gut zu erreichen. Innenstadt Höchst ist fußläufig zu erreichen.,6.0,Wasserkocher vorhanden. Wir hatten ein ruhiges Zimmer bestellt und auch bekommen. Waren sehr zufrieden. Leider ist mir die Matraze - wie in den meisten Hotels- zu hart.,6.0,,,,,,,,,Paar,Keine Kinder,1-3 Tage im Dezember 2017,Sonstige,56-60,1
2235,Lindner Congress Hotel Frankfurt,Philipp,4.0,"Für eine Geschäftsreise ist das Hotel geeignet. Das Frühstück ist ok, könnte aber noch Vielfältiger sein. Der Service am Empfang ist sehr gut.",,5.0,,5.0,,5.0,,4.0,,,,4.0,Alleinreisend,Keine Kinder,1-3 Tage im Dezember 2017,Arbeit,31-35,16
2236,Lindner Congress Hotel Frankfurt,Niklas,3.0,"Veralterte Zimmer, teures und ungenügendes Frühstück, spät abends keinerlei Möglichkeit irgendetwas zu essen, auch nicht in der Umgebung. Relativ dicht an der Jahrhunderhalle...",,3.0,,3.0,,2.0,,2.0,,,,3.0,Freunde,Keine Kinder,1-3 Tage im Dezember 2017,Sonstige,41-45,1
2237,Lindner Congress Hotel Frankfurt,Shan,5.0,"Schönes Hotel, gepflegte Zimmer. Allerdings alles etwas zu dunkel.
Dafür waren die Mitarbeiter an der Rezeption sehr freundlich :)",,3.0,,5.0,,4.0,,5.0,,5.0,,5.0,Alleinreisend,Keine Kinder,1-3 Tage im November 2017,Arbeit,26-30,1
2238,Lindner Congress Hotel Frankfurt,Hildegard,6.0,"Ideal bei Veranstaltungen in der Jahrhunderthalle. Große, saubere Zimmer, freundliches Personal. Können das Hotel sehr empfehlen und kommen gerne wieder!",,,,,,,,,,,,6.0,Paar,Keine Kinder,1-3 Tage im Oktober 2017,Sonstige,56-60,1
2239,Lindner Congress Hotel Frankfurt,Birgit,4.0,"Die Zimmer sind zweckmässig, und sauber. Die Betten sogar sehr bequem.
Leider lag unser Zimmer zur Strasse, wo auch eine Strassenbahn entlangfährt.
Frühstücksbüffet ist reichhaltig.
Geärgert habe ich mich über die Parkgrbühr in der Hoteleigenen Tiefgarage - € 20 für eine Nacht.",,,,,,,,,,,,4.0,Freunde,Keine Kinder,1-3 Tage im Oktober 2017,Sonstige,51-55,2
2240,Lindner Congress Hotel Frankfurt,Rudi,3.0,"Mitarbeiter nicht besonders hilfsbereit. Unmögliche Parksituation. Empfehlung öffentliches Parkhaus und keine Shuttlemöglichkeit, auch nicht für Behinderte.",,,,,,,,,,,,3.0,Alleinreisend,Keine Kinder,1-3 Tage im September 2017,Arbeit,51-55,1
2241,Lindner Congress Hotel Frankfurt,Erik,4.0,"Im Ansatz gutes Haus, leider in einer schlechten Lage an einer verkommenen Haupstrasse in Höchst. Abseits der Hauptstrasse aber ein schöner Ortskern und tolle Gegend am Fluß","Gutes Zimmer, aber keine Minibar",3.0,,,,,,,,,,,Alleinreisend,Keine Kinder,1-3 Tage im Juni 2017,Arbeit,46-50,3
2242,Lindner Congress Hotel Frankfurt,Oliver,5.0,"Das Hotel liegt im Stadtteil Höchst an der Endhaltestelle der Straßenbahnlinie 11. Vom Hauptbahnhof dauert die Fahrt ca. 25-30 Minuten, daher ist die Lage nicht ganz optimal, wenn man in das Zentrum von Frankfurt möchte. Die Zimmer sind sehr geräumig, modern ausgestattet und sauber. Die Economy Zimmer liegen zu den umliegenden Straßen. Im bewerteten Zimmer (4. Stock) zur Bolongarostraße war bei geschlossenem Fenster kaum Straßenlärm wahrzunehmen. Auf der Gebäuderückseite befinden sich nur Business Zimmer, die man vor Ort gegen einen Aufpreis von 10 Euro pro Tag buchen kann. Das Frühstücksbuffet ist vielseitig, gut und der Kategorie entsprechend. Es gibt warme und kalte Speisen.",,4.0,,6.0,,5.0,,5.0,,,,5.0,Alleinreisend,Keine Kinder,3-5 Tage im Juni 2017,Stadt,46-50,107
2243,Lindner Congress Hotel Frankfurt,Maria Terezia Terlinden,5.0,"Ganz freundliches Personal an der Rezeption. Ganz besonders möchte ich Frau Zimmermann erwähnen, Sie könnten wir an Bord von LH gut für unsere Gäste einsetzen. Service ist prima, auch die Zimmer, und, dass es Raucherzimmer gibt!!! Toll.
Ich bin immer so gerne bei Ihnen.",,3.0,,5.0,,5.0,,5.0,,5.0,,5.0,Paar,Keine Kinder,1-3 Tage im Mai 2017,Arbeit,51-55,2
2244,Lindner Congress Hotel Frankfurt,Viv,4.0,"Kongresshotel in der Nähe des Frankfurter Flughafens, mit einem Restaurant, Tagungsbereich in guter Lage. Die Business-Zimmer sind im Zuge einer Geschäftsreise ausreichend.",,,Die Business-Zimmer sind im Zuge einer Geschäftsreise ok. Die Business-Zimmer sind ruhiger als in der Economy-Klasse. Sie sind zweckmäßig ausgestattet.,4.0,,,"Das Frühstück ist in Ordnung und vielfältig. Die Qualität OK.
Das Mittagessen während der Tagung war OK.",4.0,,,,,Alleinreisend,Keine Kinder,1-3 Tage im Mai 2017,Arbeit,36-40,29
2245,Lindner Congress Hotel Frankfurt,Karsten,5.0,"Wie der Name schon sagt, ein auf Business Nutzer ausgerichtetes Hotel mit vielen Kongressräumen. Die Lobby ist sehr weitläufig wenn auch mit recht tiefen Decken ausgestattet und verfügt über viele Sitzgelegenheiten. Der Service ist sehr nett und kompetent.",Außerhalb von Frankfurt in Frankfurt Höchst gelegen. Innenstadt und Messe mit der Bahn in 10 Minuten erreichbar. Vorteil ist die Bessere Parkmöglichkeit udn die schnellere Erreichbarkeit von der Autobahn.,4.0,,,Sehr zuvorkommender Service,6.0,"ich kann nur über das Mittagsbuffet berichten, das OK, aber für den Normalpreis eher enttäuschend ist.",3.0,,,,,Alleinreisend,Keine Kinder,1-3 Tage im April 2017,Arbeit,26-30,13
2246,Lindner Congress Hotel Frankfurt,Carolin,5.0,"Lage in einem Stadtteil, der jetzt nicht sonderlich sehenswert ist.
Hotelzimmer sauber, geräumig und mit großen Bad ausgestattet (je nach Etage und Flur). Zuvorkommendes Perosnal. Nettes Restaurant/Bistro direkt in der Lobby und ein sehr gutes, abwechslungsreiches, frisches und umfangreiches Frühstück.",,,,,,,,,,,,5.0,Alleinreisend,Keine Kinder,1-3 Tage im April 2017,Arbeit,26-30,40
2247,Lindner Congress Hotel Frankfurt,Sven,5.0,"ich war mit meiner Gattin zu einem Seminar im Hotel. Zimmer super, Checkin super. Die Gastronomie war jedoch nicht einmal in der Lage, den Seminarteilnehmern kleine Snacks anzubieten. Dies obwohl der Termin schon über Monate bekannt war. Leider waren auch die zwei Gastromitarbeiter mit den 150 Teilnehmern überfordert. Vom Management des Hotels war diesbezüglich leider niemand zu sprechen :-)",,,,6.0,,6.0,,3.0,,,,5.0,Paar,Keine Kinder,1-3 Tage im April 2017,Arbeit,41-45,14
2248,Lindner Congress Hotel Frankfurt,Jörg,4.0,"Die Empfangs halte ist repräsentativ, die Konferenzräume sind gut. Aber die Buffets sind ohne Ideen vollzogen, das Frühstück schlecht und die Zimmer altbacken.","Zimmer gross, keine Steckdose am Bett, Bad erinnert an Bahnhof",5.0,"Empfang emotional frostig, Service im Restaurant nett. Aber nichts Besonderes",5.0,"Einfallslose Buffets, Frühstück mit fast flüssigem Rührei und labberigem Speck.",5.0,,,,,,,Alleinreisend,Keine Kinder,1-3 Tage im April 2017,Arbeit,41-45,126
2249,Lindner Congress Hotel Frankfurt,Andreas,3.0,Das Haus liegt an einer Hauptstraße. Tiefgarage bietet ausreichend Platz. Der Service war bei uns enttäuschend. Das Hotel kommt für uns nicht mehr infrage.,"In der Minibar war eine 0,2 Liter Mineralwasserflasche ansonsten nichts. Im Badezimmer sucht man eine handcreme umsonst",4.0,"Beim Check in müsste man alles hinterfragen; wo ist der Fahrstuhl, wo ist das Zimmer, wie kommen wir ins Restaurant usw.
Bei Abgabe des Hotelgutschein wusste der Herr nicht wie er verfahren musste.
Bei Reklamation völlig unflexibel.",3.0,Geschmacklich gut. Die Karte ist überschaubar.,1.0,,,,,,,Paar,Keine Kinder,1-3 Tage im April 2017,Sonstige,51-55,19
2250,Lindner Congress Hotel Frankfurt,Max,5.0,Gutes Hotel für Kongresse da es ein sehr Guten Seminar Bereich hat. Die Technische Einrichtung sind sehr Modern. Die Verpflegung sehr gut. und die Betreuung auch.,,,,,,,,,,,,5.0,Alleinreisend,Keine Kinder,1-3 Tage im März 2017,Arbeit,46-50,54
2251,Lindner Congress Hotel Frankfurt,Gaebs,6.0,Sowohl von aussen als auch von innen gepflegt und ordentlich. Das Preis- Leistungsverhältnis ist top. Ausser die Parkgebühren pro nacht sind mit 20 Euro etwas hoch.,Die Lage ist okay. Es gibt sicherlich bessere Lagen. Dennoch ist die Strassenbahnhaltestelle direkt um die Ecke. Und Einkaufsmöglichkeiten nicht weit weg.,5.0,Mit dem Zimmer waren wir zufrieden. Es war sehr gross. Und sauber. Und wir hatten es auch ziemlich ruhig im Gang.,5.0,Das Personal war sehr freunlich. Auch auf Wünsche wurde eingegangen. Wir bekamen ein Business Class Zimmer geschenkt. Einfach so da im Hotel wenig los war. ( hatten Economy Class gebucht) zudem durften wir unser Auto etwas länger in der Garage stehen lassen. Kostenfrei.,6.0,Das Frühstücksbuffet ist okay. Sehr überrascht hat uns das angrenzende Restaurant. Sehr leckeres Essen und ein schönes Ambiente. Zudem war die Bedienung sehr freundlich und zuvorkommend.,6.0,,,,,Paar,Keine Kinder,1-3 Tage im März 2017,Arbeit,19-25,1
2252,Lindner Congress Hotel Frankfurt,Marianne,6.0,Wir waren nur eine Nacht in diesem Haus und hatten ein Arrangement verbunden mit einem Besuch in der Jahrhunderthalle. Alles war sehr gut.,"Das Zimmer war sehr geräumig. Die Lage ruhig. Sehr sauber.
Es war alles vorhanden, was man braucht um sich wohlzufühlen",5.0,Empfang an der Reception sehr freundlich . Auch der junge Mann im Restaurant und die Frühstückscrew waren alle sehr bemüht und freundlich,6.0,Anmsprechender Gastraum. Wir haben lediglich etwas getrunken,6.0,"Fitnessraum ,Dampfbad und Solarium haben wir nicht genutzt, machte aber alles einen sehr guten Eindruck",5.0,,,,,Paar,Keine Kinder,1-3 Tage im März 2017,Sonstige,66-70,16
2253,Lindner Congress Hotel Frankfurt,Nic,5.0,"Sehr gutes Hotel, angenehm und alle Abläufe stressfrei gut organisiert. Es ist ruhig und sauber und wirklich angenehm. Nur die Parkgebühr von 20 Euro pro Nacht für Gäste fanden wir zu hoch,in der nähe gibt es wenig Parkplätze. Das Zimmer war einfach super und das Bett traumhaft!",Gut zu finden. Nah zu den Einkaufs- und Gastronomie Möglichkeiten und nah zum Main.,4.0,Groß und sauber und toll ausgestattet. Mega Bett!,6.0,Alle nett und schnell und kompetent,5.0,,,,,,,Freunde,Keine Kinder,1-3 Tage im Februar 2017,Sonstige,36-40,1
2254,Lindner Congress Hotel Frankfurt,Thomas,6.0,"modern ansprechendes & sehr gepflegtes Businesshotel mit großem Foyerbereich und großzügigen, sehr gut ausgestatteten DZ, freundliches Personal, schneller Check-in/-out, gutes Preis-Leistungsverhältnis","Achtung wenn vom FFM-Flughafen kommend, Taxi-Schleifen um die Autobahn produzieren Gebühren von zusätzlichen 20 EUR für 0 km Streckenfortschritt; Lage des Hotels selbst in Mainnähe und F-Höchst-""Altstadtbereich""; S-Bahn F-Höchst in Nähe",5.0,"- alles beanstandungslos
- Größe, Sauberkeit, Bettqualität, Technik, Hygiene Bad
- bei einigen Zimmern ist allerdings Schallisolierung zu angrenzenden Technikräumen suboptimal",6.0,,,,,,,,,Freunde,Keine Kinder,1-3 Tage im Januar 2017,Arbeit,51-55,4
2255,Lindner Congress Hotel Frankfurt,Markus P,5.0,Das Hotel ist hochwertig. Die Zimmer sind geräumig. Die Sanitäranlagen waren ausreichend. Veraltet. Sollte nachgeschaut werden. Parkhaus sehr teuer,"Gross und geräumig mit versteckten Mängel. Die Betten sind breit und gross, und der TV hat die richtige Größe. Haben gut geschlafen.
- Kabelführung am Fussboden
- sanitäre Anlage. Urinflecken auf den Abfalleimer im Bad darf gar nicht sein. Bad ausreichend. Komp. veraltet
- Warmwasser braucht sehr lange",6.0,Das Personal ist sehr entgegen kommend und freundlch,4.0,Frühstück war durchschnittlich. Personal sehr zuvorkommend,6.0,"Kann ich leider nicht beurteilen, wegen zu kurzer Aufenthaltszeit",4.0,,,,,Familie,Keine Kinder,1-3 Tage im Januar 2017,Sonstige,46-50,2
2256,Lindner Congress Hotel Frankfurt,Slu,6.0,"Sehr sauberes Hotel mit freundlichem Personal. Die Zimmer und das Bad zweckmaessig. Das Bett empfand ich als sehr bequem, das ist ja nicht immer so. Praktisch: Tiefgarage unter dem Hotel. Ueber das Fruehstueck kann ich leider nichts sagen, da wir so frueh wieder abreisen mussten, dass uns noch nicht der Sinn nach Essen war.",,,,,,,,,,,,6.0,Freunde,Keine Kinder,1-3 Tage im Dezember 2016,Arbeit,41-45,5
2257,Lindner Congress Hotel Frankfurt,Yetkin,6.0,"Spontan gebucht über Silvester mit 3 weiteren freunden, als extra Wunsch hatten wir ein Raucherzimmer bestellt, dies wurde uns sofort erfüllt, was wir als ehr ansehnlich und gut empfunden haben.","Ein Ideale Lage um sich Frankfurt anzusehen, wir waren zu Silvester dort und der Weg in die Innenstadt ging flott. Daher ein absolutes Top.",6.0,,,"Das Personal ging auf unsere Wünsche ein, am Frühstückstisch wurden wir mit frischen Kaffee sowie Säften bedient.",6.0,,,,,,,Freunde,Keine Kinder,1-3 Tage im Dezember 2016,Stadt,19-25,15
2258,Lindner Congress Hotel Frankfurt,Elli,5.0,Etwas in die Jahre gekommenes Congresshotel im Frankfurter Stadtteil Höchst mit guter Anbindung zur Autobahn und zum Flughafen.,"Das Hotel liegt im Frankfurter Stadtteil Höchst. Die Anbindung zur Autobahn und zum Flughafen sind gut, auch öffentliche Verkehrsmittel fahren in unmittelbarer Nähe ab. Ausreichend Parkplätze in der hoteleigenen Parkgarage mit direktem Zugang zum Hotel. Die Umgebung des Hotels ist leider eine nicht sehr einladende Mischung aus Nagelstudios, Automatencasinos, Imbisslokalen und Wettbüros. Eher etwas für eine Übernachtung nach einer Veranstaltung/Tagung als für einen Erholungsaufenthalt.",5.0,"Bad mit Badewanne, schlicht aber zweckmäßig, teilweise schon rostige Amaturen bzw. Wasserabläufe.
Möblierungschon etwas in die Jahre gekommen und teilweise abgeschlagen / abgewohnt.
Das Bett war in Ordnung, die Matratze nicht durchgelegen und angenehm zum Schlafen. Es gab ansonsten noch einen Stuhl und einen Sessel mit Fußteil, einen großen LCD Fernseher, Schreibtisch mit Leselampe, Kühlschrank, Wasserkocher und Zutaten zur Kaffee/Teezubereitung.

Was leider etwas gestört hat, war die Lautstärke im Zimmer. Trotz geschlossener Fenster war der Lärm der Autos und vor allem der Straßenbahn vor dem Haus sehr störend und Nachtruhe nur mit Ohrenstöpseln zu erreichen. Auch die Klimaanlage/Heizung im Zimmer ist verhältnismäßig laut.",4.0,"Freundlicher Empfang und Verabschiedung, gute Erklärung des gebuchten Packages (Veranstaltung Jahrhunderthalle), sehr nette Überraschung nach dem Konzert auf dem Zimmer.",6.0,"Das Frühstücksbuffet war abwechslungsreich und gut. Bei Frühstückszeiten zwischen 6.30 und 10.30 sahen die Aufschnittplatten mit Wurst/Käse und Fisch um 8.45 Uhr nicht mehr so frisch aus. Alles hatte schon trockene Ränder. Besser wäre es, wenn die ausgelegten Mengen kleiner wären und ggf. öfter nachgefüllt würden. Ansonsten gute Auswahl an Kaffeespezialitäten/Tee/Säften und auch beim Brot/Brötchen bleibben keine Wünsche offen.",5.0,,,,,Alleinreisend,Keine Kinder,1-3 Tage im Dezember 2016,Sonstige,36-40,2
2259,Lindner Congress Hotel Frankfurt,Michael,5.0,"Ein Hotel das sich auf Geschäftsreisende und Seminare, Tagungen sehr gut eingestellt hat. Der Seminarraum sowie die Verpflegung war einwandfrei. Mein Zimmer war guter Standard, Bett und Fernseher ok, Zimmer und Hotel sehr sauber. Frühstück sehr abwechslungsreich, genügend Platz , alles da. Abendessen a al Carte von guter QUaität. Fitnessbereich ok, Sauna vorhanden aber nicht genutzt. Preis Leistung angemessen. Preis Niveau schon recht hoch",,,,,,,,,,,,5.0,Alleinreisend,Keine Kinder,1-3 Tage im November 2016,Arbeit,51-55,1113
